0,004835
0,015762
0,016548
0,020859
0,033069
0,035728
0,036513
0,037298
0,039368
0,042026
0,043477
0,044927
0,049238
0,055088
0,068957
0,071026
0,076875
0,091554
0,100259
0,101709
0,120655
0,126998
0,131310
0,132096
0,139403
0,145746
0,160021
0,161471
0,164130
0,175058
0,181886
0,196565
0,202908
0,206685
0,216293
0,222142
0,227489
0,230148
0,236491
0,244735
0,249047
0,251706
0,259485
0,268189
0,275018
0,283723
0,288557
0,311512
0,321564
0,332923
0,339266
0,353134
0,356361
0,364605
0,375533
0,379844
0,387152
0,403025
0,408372
0,426184
0,431019
0,435853
0,441200
0,442650
0,444720
0,457349
0,458134
0,460793
0,465628
0,467697
0,469766
0,470552
0,473211
0,480518
0,495996
0,498065
0,514721
0,517380
0,521156
0,521942
0,523392
0,524177
0,526836
0,529495
0,533271
0,537583
0,544412
0,546481
0,556089
0,558158
0,560817
0,561602
0,569847
0,571297
0,574523
0,578835
0,582061
0,586373
0,601453
0,618497
0,625326
0,631175
0,634401
0,635187
0,640534
0,642603
0,645262
0,647331
0,651107
0,652557
0,656869
0,657654
0,660313
0,661763
0,664990
0,667648
0,669718
0,671168
0,673237
0,681016
0,684242
0,687469
0,688254
0,699181
0,704016
0,717062
0,724369
0,726438
0,741916
0,742702
0,743487
0,744937
0,747596
0,749046
0,749831
0,755681
0,758340
0,763687
0,765137
0,770484
0,773142
0,776919
0,777704
0,779773
0,781843
0,792770
0,798619
0,799405
0,800190
0,802849
0,807684
0,814991
0,815776
0,827562
0,830221
0,841148
0,866200
0,867650
0,873499
0,874285
0,875735
0,880046
0,882705
0,884155
0,887382
0,890040
0,892699
0,893485
0,897261
0,898046
0,913126
0,915196
0,917265
0,918715
0,921374
0,922159
0,923609
0,925059
0,928285
0,930944
0,938251
0,940910
0,950962
0,953621
0,956280
0,960056
0,961506
0,964733
0,965518
0,966304
0,970615
0,976465
0,977250
0,981562
0,984788
0,998247
0,999033
1,001102
1,004878
1,008105
1,008890
1,012116
1,013566
1,014352
1,027811
1,028596
1,033431
1,034216
1,035001
1,035787
1,036572
1,037358
1,038808
1,042584
1,043369
1,046028
1,052371
1,055030
1,068076
1,070145
1,073921
1,075991
1,095311
1,113123
1,115192
1,117261
1,119920
1,120705
1,127049
1,130275
1,134051
1,138886
1,145229
1,154388
1,157614
1,158400
1,160469
1,162538
1,169845
1,175192
1,177261
1,195832
1,197282
1,205061
1,214669
1,216119
